,names,scores,logfoldchanges,pvals,pvals_adj
48,Gmap,42.571556,2.628202,0.0,0.0
49,CG45060,42.28985,4.5504375,0.0,0.0
50,CG30377,42.058643,8.563596,0.0,0.0
51,Ten-a,41.855907,5.143984,0.0,0.0
52,CG2556,41.38313,3.9751983,0.0,0.0
53,mtgo,41.34475,3.2505558,0.0,0.0
54,Msp300,40.707886,2.88876,0.0,0.0
55,arr,40.40467,2.896403,0.0,0.0
56,lncRNA:roX1,40.07193,4.6364455,0.0,0.0
57,CG43313,40.047703,4.295517,0.0,0.0
58,Dh44-R2,39.743687,2.9138134,0.0,0.0
59,AdamTS-B,39.621593,3.332858,0.0,0.0
60,RapGAP1,39.407986,3.7620323,0.0,0.0
61,CG8034,39.379845,3.636428,0.0,0.0
62,Cadps,38.891785,3.6627686,0.0,0.0
63,cv-2,38.861137,4.8086133,0.0,0.0
64,pain,38.828487,3.9882832,0.0,0.0
65,sty,38.7494,2.8308194,0.0,0.0
66,Csk,38.43052,2.3734558,0.0,0.0
67,wts,38.266834,2.6001766,0.0,0.0
68,lncRNA:CR45984,38.20293,8.507092,0.0,0.0
69,IP3K2,38.09021,2.787839,0.0,0.0
70,CG10082,38.03988,2.8791687,0.0,0.0
71,rau,37.88148,3.4272435,0.0,0.0
72,CG4839,37.805103,3.1833825,0.0,0.0
73,TkR99D,37.633965,9.345668,5.98584828064056e-310,6.268600850739237e-308
74,gukh,37.590508,2.9923482,3.072168604992643e-309,3.1755051853423957e-307
75,lncRNA:CR44917,37.584908,9.399287,3.79264280003325e-309,3.86995436480316e-307
76,out,37.53787,3.4001563,2.2223856644888695e-308,2.2389832283122676e-306
77,CG4607,37.49937,5.0479217,9.430339389154945e-308,9.382008899785525e-306
78,Vha100-5,37.45351,3.3003407,5.265910531053578e-307,5.17424468106857e-305
79,Myo31DF,37.448486,4.4329486,6.357462117515657e-307,6.170614755281355e-305
80,Stat92E,37.428955,2.319706,1.3214984228886486e-306,1.2672055358759944e-304
81,tws,37.296196,2.4459338,1.8915182307718147e-304,1.7922135236562946e-302
82,tio,37.254143,6.8912406,9.07924066984122e-304,8.501373704854855e-302
83,BicD,37.169025,2.4798343,2.1606796453871887e-302,1.999633639260074e-300
84,scyl,37.029633,2.3029897,3.820546871122217e-300,3.4951416720990486e-298
85,Snx27,37.019047,2.6774237,5.655951220773807e-300,5.1154222461521285e-298
86,CG8312,36.8365,3.2759368,4.8109150186233225e-297,4.3022553520475305e-295
87,CanA-14F,36.33006,3.5290713,5.426732294222644e-289,4.799040258857558e-287
88,Pde1c,36.230038,3.113852,2.049620038955369e-287,1.7926292186863497e-285
89,cv-c,36.2105,2.8943172,4.161809545539631e-287,3.600417627494557e-285
90,lncRNA:CR44145,36.058693,4.43758,1.007760554803022e-284,8.624479844814249e-283
91,CAP,35.865902,2.2588449,1.0393611552172516e-281,8.800293015291601e-280
92,sli,35.83586,3.9754837,3.0539716264738883e-281,2.5585852815900713e-279
93,Cirl,35.58437,1.9052442,2.444745046977396e-277,2.0268464405096974e-275
94,Ncc69,35.4265,5.5114274,6.675947841206766e-275,5.477718440016975e-273
95,lin-28,35.331074,3.4588745,1.958075544277482e-273,1.5902370670310692e-271
96,Epac,35.230976,3.0313563,6.711157249297803e-272,5.395363691632447e-270
97,su(r),34.89919,2.9705577,7.647807729356711e-267,6.026623932470304e-265
98,rols,34.749344,2.4780023,1.4179404448302566e-264,1.1064105882749032e-262
99,Gp150,34.72471,1.7155737,3.338947755102233e-264,2.580066522607638e-262
100,CG6959,34.571865,3.0356948,6.690696067102991e-262,5.1203124998146836e-260
101,CG43693,34.569187,2.6130068,7.340459896922914e-262,5.5640686018675685e-260
102,fng,34.501038,4.9894543,7.739022733808272e-261,5.810837918715098e-259
103,sqa,34.31749,2.9418912,4.304343430108497e-258,3.201707416844255e-256
104,CG14764,34.116104,2.522582,4.25662719035733e-255,3.1368977600049993e-253
105,yuri,34.115753,3.0205543,4.307901739782885e-255,3.145558710727705e-253
106,GstT4,33.936695,4.0951114,1.9167372023414176e-252,1.3868464903123039e-250
107,RhoGAP71E,33.935722,2.113274,1.9812146711062234e-252,1.4205844655256244e-250
108,Myo28B1,33.87084,4.4078836,1.7911050337690115e-251,1.2728040146221036e-249
109,Notum,33.761406,7.307832,7.271570674218508e-250,5.1216310616022215e-248
110,loco,33.74361,2.8643734,1.326571305059748e-249,9.261562295588188e-248
111,Ccm3,33.637474,2.4348452,4.753994543010115e-248,3.2901776145928264e-246
112,spir,33.591427,2.454696,2.2379525579868942e-247,1.5355055525015252e-245
113,trol,33.384197,2.2480702,2.3247941699024253e-244,1.581456136602855e-242
114,Gyg,33.344563,2.4410434,8.73419737640048e-244,5.89114211176029e-242
115,siz,33.27136,2.3686328,1.002524610734244e-242,6.705120484734327e-241
116,crb,33.11535,2.5316155,1.7870662525730284e-240,1.1852716920190612e-238
117,CG6040,33.03363,4.378779,2.6729963579927887e-239,1.758213058947488e-237
118,mew,32.798233,2.316054,6.240063233332485e-236,4.0377775019588006e-234
119,CG31183,32.496944,3.8009932,1.1777353091846873e-231,7.559351069194296e-230
120,bab2,32.291916,3.3253117,9.083801511908437e-229,5.737934621688829e-227
121,klar,32.176125,1.9345887,3.8087784741630695e-227,2.3869344784144783e-225
122,CG13716,32.171196,3.943441,4.463989732348528e-227,2.7756948656064014e-225
123,mgl,31.952852,2.59815,4.931380555769736e-224,3.042547119641188e-222
124,MFS17,31.94803,1.9113607,5.75360929235917e-224,3.5225366429143566e-222
125,flw,31.937687,2.002671,8.009241475052099e-224,4.866072740453408e-222
126,Indy,31.568554,2.5078516,9.978292590554017e-219,6.0164568733499565e-217
127,lncRNA:CR44366,31.534918,7.6343575,2.8868030736477034e-218,1.727523734072336e-216
128,Sep4,31.33251,2.1994975,1.684103681420487e-215,9.855721470901218e-214
129,topi,31.211527,5.568461,7.432639517705875e-214,4.317983789884749e-212
130,Tet,30.899242,1.9907649,1.2227830855539446e-209,7.052268534727424e-208
131,dve,30.874939,2.846763,2.592401559067501e-209,1.4737802863298741e-207
132,cno,30.870565,1.9790287,2.9676009362950645e-209,1.6751160178703844e-207
133,Pka-C1,30.859148,1.94961,4.2227580266937673e-209,2.366826136229274e-207
134,stx,30.82264,2.090794,1.3035064214844772e-208,7.254970355660807e-207
135,Moca-cyp,30.811155,2.0424223,1.857718369117643e-208,1.0267764235977305e-206
136,capu,30.75417,2.172919,1.0754599698844894e-207,5.903162689869415e-206
137,CG12065,30.666853,2.113705,1.57550904834449e-206,8.530256133179453e-205
138,nkd,30.517406,2.517568,1.5313440770879328e-204,8.179843966136147e-203
139,CG33346,30.489752,6.713263,3.563039045285999e-204,1.8905485174287513e-202
140,CG13252,30.446415,2.013921,1.3362388422879055e-203,7.04312910315857e-202
141,Rtnl1,30.394749,1.9945618,6.444738122354093e-203,3.3745835997247514e-201
142,Ir40a,30.381685,2.6194022,9.589249833415485e-203,4.988290158441428e-201
143,Ccdc85,30.365107,2.9345715,1.5875087137928562e-202,8.204533670829444e-201
144,GEFmeso,30.362535,1.9901226,1.7165808185318563e-202,8.814365635287126e-201
145,Eip63E,30.284334,2.4151788,1.8434278596374363e-201,9.285976161300226e-200
146,bves,30.148653,2.0908742,1.1171312689435227e-199,5.591979729258804e-198
147,CG13324,30.0236,4.5421443,4.82942749481425e-198,2.4023383394516633e-196
148,AstA-R2,30.020588,8.366795,5.2866940863721175e-198,2.613465728784825e-196
149,sdt,29.889135,2.0624652,2.7239781191605857e-196,1.330070052171724e-194
150,bowl,29.719028,1.8380183,4.360032341024069e-194,2.115944963549425e-192
151,Adk1,29.673752,5.7412515,1.6752259065317728e-193,8.080680600052351e-192
152,Cam,29.668776,1.8650112,1.9421738911061694e-193,9.311904818863856e-192
153,CG7627,29.641382,4.549083,4.379911292519131e-193,2.0874080225844172e-191
154,Rbfox1,29.640924,2.1405048,4.439822237536997e-193,2.1033657850331522e-191
155,Sk1,29.616827,4.8943734,9.074386051530013e-193,4.2735525789424485e-191
156,CAH1,29.604406,2.512036,1.3113335333938625e-192,6.139355054283383e-191
157,lncRNA:alphagamma-element:CR32865,29.59527,2.54292,1.719110036498056e-192,8.00140162601639e-191
158,RhoU,28.993492,2.1754878,7.947694724113669e-185,3.677657111001203e-183
159,CG8671,28.93832,1.7501698,3.936634672605871e-184,1.8110795005358456e-182
160,Hsp83,28.8962,2.3308258,1.3326719842455275e-183,6.095825472764456e-182
161,sky,28.894096,1.6966673,1.416310577360993e-183,6.441380505837795e-182
162,cpo,28.814669,1.8147551,1.4050245371200344e-182,6.353744483487702e-181
163,NLaz,28.790773,1.9697685,2.7985760872759605e-182,1.2584105694140887e-180
164,CG31523,28.776367,2.2466967,4.2388468751224215e-182,1.8953360830954692e-180
165,Nhe2,28.729347,4.9775596,1.640965847180407e-181,7.296339205423944e-180
166,mbl,28.638912,1.8565089,2.2031649402417363e-180,9.741660977435543e-179
167,CG40160,28.603172,2.3489912,6.135208911728528e-180,2.697797112068915e-178
168,l(2)gl,28.529102,1.5715886,5.1035974140136855e-179,2.231842407589831e-177
169,Clic,28.26977,1.6480882,8.135381258805605e-176,3.5382240130510275e-174
170,hebe,28.227804,1.7746669,2.665928265217613e-175,1.1531588621123358e-173
171,CG5835,28.214489,3.8987596,3.883794015775093e-175,1.670871166029944e-173
172,CG6983,28.108849,2.5082302,7.63685785598504e-174,3.2678361116013404e-172
173,RhoGAP18B,27.990389,1.5997024,2.127142030891714e-172,9.053434986025215e-171
174,Thor,27.866766,1.9233252,6.74774616810451e-171,2.8415508863462325e-169
175,CG16791,27.846895,1.7673976,1.1745596217468016e-170,4.920168436569892e-169
176,dop,27.838848,1.9908329,1.4699171815220808e-170,6.125167983106933e-169
177,stv,27.678434,1.911619,1.2695666584991506e-168,5.26275053905976e-167
178,Pkc53E,27.669853,3.9360237,1.6103931798609973e-168,6.640994465551128e-167
179,CG9650,27.374226,2.0130475,5.560721974447096e-165,2.258050316052267e-163
180,corto,27.27476,1.9662602,8.453671016847649e-164,3.415368914877687e-162
181,SKIP,27.199852,2.1393878,6.521138445983611e-163,2.6213000450294726e-161
182,TyrR,27.181803,2.2952971,1.0660071450284412e-162,4.2634928981313384e-161
183,aos,27.180712,2.9457061,1.0981362802619118e-162,4.370033327302278e-161
184,bif,27.078733,1.7503316,1.7531502008389066e-161,6.94195146690391e-160
185,sm,27.036604,1.7144457,5.489826033542549e-161,2.1630458119289677e-159
186,lncRNA:CR44919,27.021233,10.346801,8.32223889183207e-161,3.2628915931079534e-159
187,CG11453,26.90999,2.048566,1.6779546326428226e-159,6.54649064764913e-158
188,Raf,26.877338,2.9266508,4.042687274361267e-159,1.5695486837386013e-157
189,form3,26.824553,3.5134175,1.6713726839496155e-158,6.457502520172325e-157
190,comm2,26.787956,2.77605,4.463927147216193e-158,1.716347640806458e-156
191,Hsp70Bb,26.628057,2.1094427,3.2135606239740996e-156,1.2296504329908587e-154
192,PKD,26.537653,6.48301,3.565948241965511e-155,1.357960864009737e-153
193,Mkp3,26.456198,1.7220644,3.096235880975715e-154,1.1734733988897958e-152
194,olf186-M,26.39517,1.8049628,1.5567296016875006e-153,5.872043080488539e-152
195,CG4080,26.374706,1.9963104,2.673392002678738e-153,1.0036569315717017e-151
196,pod1,26.354513,2.3784015,4.5562153311424795e-153,1.7024844047212674e-151
197,Ctl2,26.343105,1.7058173,6.15629921667486e-153,2.289625489042767e-151
198,Tg,26.342842,2.0144112,6.199162051757197e-153,2.2948432916249082e-151
199,dl,26.33163,1.775123,8.332199428070233e-153,3.070184039259768e-151
200,norpA,26.326712,1.8954419,9.48613957353975e-153,3.479271191972482e-151
201,CycY,26.090532,2.4345512,4.669223714635056e-150,1.6969110294420277e-148
202,sbr,26.050604,1.6692607,1.3243012231216349e-149,4.769282097205924e-148
203,MYPT-75D,25.901558,1.8582467,6.395922639774248e-148,2.293024697746092e-146
204,scrib,25.779602,1.6738304,1.5017470651768146e-146,5.3358950409563695e-145
205,Sdc,25.774292,1.4915098,1.7223328006406415e-146,6.092465226799496e-145
206,CG42671,25.685913,1.4924542,1.6795692107619017e-145,5.914907676307069e-144
207,lncRNA:let7C,25.681812,1.5403095,1.86642446867407e-145,6.543996628271773e-144
208,tun,25.640354,1.7553965,5.416661438248697e-145,1.8908424731149728e-143
209,kay,25.570375,1.5865464,3.2591209279174895e-144,1.132722422065297e-142
210,lovit,25.540071,1.7146695,7.078542315917744e-144,2.4388795797571135e-142
211,CG12054,25.530193,1.7923671,9.112731544436621e-144,3.1262168259556492e-142
212,Hsp27,25.502209,3.4833028,1.8631547950761832e-143,6.364312881549932e-142
213,l(3)neo38,25.485289,1.9211131,2.869931099916257e-143,9.761445138561321e-142
214,Dyrk3,25.4243,1.5906237,1.3587041804059262e-142,4.5628382159707875e-141
215,step,25.37656,1.5814785,4.576947454967205e-142,1.53058507538168e-140
216,Tm1,25.347834,1.5791099,9.494548222278556e-142,3.1618037364483275e-140
217,CG6051,25.300707,1.6269652,3.1375368882965805e-141,1.0404856705813535e-139
218,CG7255,25.288998,1.5852607,4.220980750775127e-141,1.3939745143327483e-139
219,Haspin,25.119125,1.5259259,3.0743492123541493e-139,1.0069442543673529e-137
220,CG6424,25.10839,4.5940723,4.027330568263591e-139,1.3136690160987673e-137
221,Frl,25.104446,1.6180896,4.4473454910227485e-139,1.444751949512247e-137
222,shep,25.091734,1.818115,6.121810244730825e-139,1.980629582837912e-137
223,Hsp26,25.081818,3.328103,7.85397411689103e-139,2.530760323738288e-137
224,Ptx1,24.858604,1.726224,2.0873076808703184e-136,6.698742674212445e-135
225,Syx6,24.790075,2.2664974,1.1470510539737733e-135,3.666417405051109e-134
226,Gli,24.770575,2.4120433,1.8612151519033638e-135,5.925364557599549e-134
227,psq,24.766075,1.6393468,2.081057337526962e-135,6.598858704931112e-134
228,lncRNA:CR43836,24.731834,1.6700053,4.862952670645719e-135,1.5358825518122727e-133
229,lncRNA:CR44918,24.72604,8.460565,5.613672080513307e-135,1.7659769205061424e-133
230,cindr,24.702477,1.5389441,1.0059390306021902e-134,3.152074308883005e-133
231,lncRNA:CR45054,24.630335,1.6724395,5.979328474550249e-134,1.8662539344684484e-132
232,Imp,24.628035,1.4457278,6.328229370446342e-134,1.9674366234133765e-132
233,Snp,24.606653,1.8850359,1.07213743166971e-133,3.3074193095578374e-132
234,bab1,24.58392,1.8356651,1.8771580677179898e-133,5.768456008095553e-132
235,cdi,24.464592,1.9793473,3.519861760089869e-132,1.069258769028827e-130
236,egh,24.392334,1.45802,2.0625567731215283e-131,6.241783025579561e-130
237,CG42268,24.313013,1.8107522,1.4280015931887295e-130,4.305100257647386e-129
238,CG11537,24.310724,1.5188596,1.5098687223442286e-130,4.534734023070836e-129
239,hth,24.292469,3.8463507,2.354635698743132e-130,7.045317867028793e-129
240,CG31038,24.256205,1.7205105,5.687084370015295e-130,1.6952623408596154e-128
241,cact,24.193121,1.6297501,2.6283550877457014e-129,7.805626172898521e-128
242,p130CAS,24.192556,1.6249843,2.6645890418913348e-129,7.883815681937968e-128
243,Cyp317a1,23.91338,1.929743,2.2230211272696545e-126,6.504788658801169e-125
244,mtd,23.834663,2.162976,1.4606051619186244e-125,4.258225818208913e-124
245,CG5697,23.794083,1.4989152,3.845699984761462e-125,1.117077597763375e-123
246,l(3)L1231,23.756804,1.4344342,9.344931482438663e-125,2.7045930788628843e-123
247,ptc,23.582752,2.162937,5.7935702217797713e-123,1.670689325911058e-121
248,lncRNA:CR43857,23.560116,1.58094,9.887934689399376e-123,2.8410856387339217e-121
249,CG31904,23.539328,6.351062,1.61468910087027e-122,4.622773580513122e-121
250,Traf4,23.429605,3.5503528,2.1339568094275635e-121,6.087513349904651e-120
251,lncRNA:CR43334,23.10797,1.8180935,3.8500569520340464e-118,1.090484102535195e-116
252,SF2,23.099066,1.3203614,4.731147890940558e-118,1.3352909951771596e-116
253,CG9427,22.991566,4.920946,5.661158509419068e-117,1.5865197386079706e-115
254,AnxB9,22.960218,1.3703347,1.164875181631029e-116,3.2416928568536224e-115
255,lncRNA:CR45082,22.948393,2.3489108,1.5289385674578186e-116,4.240007685852536e-115
256,CG17716,22.83079,1.7038529,2.2681878482318945e-115,6.26823162641585e-114
257,Pld,22.77258,1.4515233,8.575032663185846e-115,2.353402929872281e-113
258,aqz,22.74284,1.3321129,1.6893874813400528e-114,4.6205618432939797e-113
259,zormin,22.705902,2.1722937,3.9171768712583e-114,1.0640549733223486e-112
260,Svil,22.60629,1.5907627,3.758282883147661e-113,1.0174208662235454e-111
261,mesh,22.568846,1.5642362,8.770445013263281e-113,2.3662363342563542e-111
262,CG31815,22.561491,2.376151,1.0357034411481424e-112,2.7848525973304272e-111
263,CG10657,22.529814,4.994255,2.118423597440048e-112,5.67694727677621e-111
264,cic,22.454565,1.1915225,1.1548050233269236e-111,3.073944207578256e-110
265,mub,22.385551,1.3693106,5.442891094485248e-111,1.4439990073669365e-109
266,CG12991,22.34348,1.7804345,1.397242390599235e-110,3.6945688328170474e-109
267,CG7206,22.253162,1.4408392,1.051157968502428e-109,2.7702537322221272e-108
268,CG2818,22.164227,1.5958446,7.606545266480756e-109,1.972003054590239e-107
269,jim,22.08884,1.4637243,4.046415516448937e-108,1.0456305550460094e-106
270,sd,22.06064,1.1966677,7.550492656777937e-108,1.9385280985579227e-106
271,lncRNA:CR43459,21.987595,1.3820952,3.785340254984525e-107,9.687306459621169e-106
272,Diap1,21.89712,1.3069501,2.767292587041361e-106,7.036703418614118e-105
273,Cdep,21.864565,1.3104829,5.650058689871223e-106,1.432127933525002e-104
274,Bx,21.849253,2.8653467,7.901508329923575e-106,1.9964477713606898e-104
275,LRP1,21.81779,1.5239016,1.572800662806007e-105,3.948870812388962e-104
276,Exn,21.778973,1.3514255,3.6722123609666815e-105,9.162112282424394e-104
277,CG17646,21.682556,1.8461716,2.9976242361700504e-104,7.455653529899198e-103
278,Shmt,21.674948,2.599999,3.5363482538243027e-104,8.768160670463434e-103
279,CG18659,21.663708,1.4374311,4.514062105475977e-104,1.1157583943317795e-102
280,ATP8A,21.62783,1.2043834,9.829716081927207e-104,2.4221272537479453e-102
281,CG42594,21.580208,7.19291,2.7562734565324583e-103,6.7707347038709366e-102
282,wdp,21.552368,1.3111551,5.030718500377541e-103,1.2319842629078417e-101
283,CG11360,21.54696,1.3126132,5.653727479035278e-103,1.3803072701117109e-101
284,Pect,21.540241,2.2776864,6.536656684941801e-103,1.5909862555184036e-101
285,Gprk1,21.533686,1.377383,7.530172657891657e-103,1.827214761712186e-101
286,CG30015,21.51583,1.709079,1.1068155721070878e-102,2.6775517137994868e-101
287,Cp110,21.489296,1.6356152,1.9606430241077943e-102,4.728714493598162e-101
288,dlp,21.435047,1.5672816,6.296888893967792e-102,1.5095463465990861e-100
289,Hsc70Cb,21.3729,1.3780289,2.3882492465981528e-101,5.670164090466092e-100
290,amd,21.372793,7.188135,2.3937368191941285e-101,5.670164090466092e-100
291,Syn,21.341885,4.991915,4.6385891327783813e-101,1.0922642280409212e-99
292,Nuak1,21.292528,1.2826269,1.33148211649418e-100,3.1260372168664244e-99
293,Ac13E,21.27362,1.690827,1.9928790776527754e-100,4.637814204397204e-99
294,Fs(2)Ket,21.263636,1.2101719,2.4655229075660293e-100,5.721019481433828e-99
295,CenG1A,21.17661,1.4695172,1.5692498708567286e-99,3.630715035508344e-98
296,CG31808,21.13346,2.021952,3.917758252194385e-99,9.038097950497133e-98
297,nSyb,21.12808,5.0277033,4.390281045527916e-99,1.0098915272068406e-97
298,CG32425,21.092234,1.4180417,9.372815552448042e-99,2.1498051579808059e-97
299,Map205,21.076551,1.6920123,1.3055627181570846e-98,2.985911975233401e-97
300,PLCXD,20.928675,4.378823,2.935479450701659e-97,6.656262378385898e-96
301,Pde9,20.888727,1.7068691,6.780333247475303e-97,1.528744258262208e-95
302,comm,20.870707,3.342303,9.88633876836559e-97,2.2227505722435517e-95
303,CG13784,20.851301,1.5360678,1.4833176580025548e-96,3.325556405645728e-95
304,DnaJ-1,20.831947,1.9986588,2.2224297720569666e-96,4.954711080056414e-95
305,CG12769,20.770948,1.9486442,7.927706551204128e-96,1.757565917577539e-94
306,stumps,20.770344,2.5197237,8.028012054770679e-96,1.774859665108884e-94
307,CadN2,20.656025,1.4151908,8.617315210768554e-95,1.8946191094615172e-93
308,Moe,20.620996,1.2306279,1.778576512102601e-94,3.899639245130744e-93
309,blot,20.620724,1.4269058,1.7886314409034236e-94,3.910911439052293e-93
310,CG3270,20.590185,1.2098312,3.360779853224743e-94,7.288405136734532e-93
311,CG13506,20.372135,1.2362639,2.9551282622893038e-92,6.391267891184937e-91
312,Sur,20.299984,2.6628811,1.28628729257209e-91,2.766908259886828e-90
313,raw,20.201239,1.2685703,9.547125053816039e-91,2.048128525696007e-89
314,skd,20.19183,1.2516227,1.1550726084345776e-90,2.4712964759491407e-89
315,Timp,20.169006,3.5733228,1.832841469773793e-90,3.91088076620097e-89
316,ftz-f1,20.15795,1.206794,2.291806127541498e-90,4.87713501847668e-89
317,hzg,20.127987,1.1927016,4.196990836367932e-90,8.907693351107298e-89
318,rdgA,20.054707,1.9328992,1.836258800188713e-89,3.886910582633501e-88
319,T48,20.000624,1.5093113,5.438748861913976e-89,1.1451587881474428e-87
320,CaMKII,19.858631,1.2102733,9.28071552189788e-88,1.9438214431259272e-86
321,lncRNA:CR45018,19.805094,1.2789679,2.690598707984552e-87,5.620597143529935e-86
322,Zdhhc8,19.715954,1.2209791,1.5731965237454382e-86,3.260695607419256e-85
323,lncRNA:CR44357,19.6958,1.3223332,2.3426435885101432e-86,4.8428832002473324e-85
324,asRNA:CR45999,19.690414,1.9561604,2.6055244337192612e-86,5.372375380303523e-85
325,CG15556,19.672667,2.4107978,3.6981750726927575e-86,7.605626719266579e-85
326,simj,19.591183,1.2139332,1.8386900282620175e-85,3.7716840038498446e-84
327,Dyb,19.584637,1.2229162,2.0909254246562204e-85,4.278065669624385e-84
328,spin,19.535065,1.2124408,5.527543070527922e-85,1.1251589590366171e-83
329,CG12493,19.431509,1.4013971,4.178944762291911e-84,8.463160652183542e-83
330,pes,19.39127,1.2097355,9.145234480381338e-84,1.842706866565951e-82
331,Efa6,19.293596,1.2323426,6.079336560617874e-83,1.2218545375241834e-81
332,Pde11,19.246723,1.414748,1.5037910586061788e-82,2.9921682588616443e-81
333,shi,19.244356,1.1420652,1.5740734603542282e-82,3.124202162333991e-81
334,Prestin,19.237274,1.1186019,1.8045118097545902e-82,3.5726640531932295e-81
335,CG6688,19.180397,3.2220855,5.396683019479844e-82,1.0658114181647663e-80
336,Trf2,19.108976,1.1676326,2.125987480274381e-81,4.188300583045494e-80
337,CG17698,19.10465,1.2520314,2.309655049914891e-81,4.538899886980894e-80
338,Traf-like,19.085014,1.2411013,3.3638994892660086e-81,6.594402964302504e-80
339,CG34401,19.077454,1.2001635,3.887357189318857e-81,7.601836823043927e-80
340,Caper,19.06109,1.1788257,5.315610922688697e-81,1.0369349836686113e-79
341,NFAT,19.010798,2.212293,1.388267456235711e-80,2.701520949677267e-79
342,CG5953,18.975477,1.1678648,2.720340122113621e-80,5.2807773248542216e-79
343,Kaz1-ORFB,18.965843,5.3666525,3.267488258702861e-80,6.327479087838459e-79
344,CG5455,18.893486,1.4518112,1.2903441901919395e-79,2.4866463461834496e-78
345,CG6700,18.8242,1.1260916,4.7838372177962193e-79,9.174592871431353e-78
346,Tab2,18.774141,1.1263732,1.2292067954517035e-78,2.3517444435096413e-77
347,Tomosyn,18.742083,1.1465387,2.246573814010051e-78,4.2878851284666655e-77
348,Rgl,18.736288,1.3690251,2.5050875944251325e-78,4.7698545846960834e-77
349,CG40470,18.725134,1.5103952,3.088936282441316e-78,5.86750450404545e-77
350,CG12290,18.676584,1.3316907,7.67765907449956e-78,1.4549163946176665e-76
351,kibra,18.627958,1.2249475,1.906602662632197e-77,3.57892702638907e-76
352,Fas3,18.612568,1.5155721,2.5414221586706627e-77,4.75933622608466e-76
353,Kank,18.60836,1.2711378,2.749071460042682e-77,5.1361173123191794e-76
354,RasGAP1,18.580189,1.284738,4.648692083551413e-77,8.66485721147206e-76
355,lawc,18.57938,1.3216119,4.719254843825609e-77,8.775829276170098e-76
356,ctp,18.57601,1.0436509,5.025098260422354e-77,9.322787192238116e-76
357,MESR3,18.498335,1.2888392,2.1295043814935533e-76,3.9324188798856587e-75
358,hdc,18.459879,1.0532762,4.343214311298955e-76,7.983289307997318e-75
359,Swim,18.445696,1.5497339,5.646814475693345e-76,1.0355529127198926e-74
360,Fancl,18.427197,2.0309575,7.949649297083606e-76,1.451175659529551e-74
361,bnb,18.423067,3.993624,8.580133738812041e-76,1.5626838541694515e-74
362,CG4887,18.412674,1.2312332,1.0396180575528661e-75,1.889114182662845e-74
363,Shal,18.403526,3.7319393,1.2308706834582193e-75,2.231548922470152e-74
364,Dsp1,18.399961,1.0436985,1.3145837905456268e-75,2.3779028156710555e-74
365,bark,18.396416,1.6247518,1.4034679735454626e-75,2.5329255332082396e-74
366,Aldh-III,18.305231,1.3699977,7.517302590484975e-75,1.3536246904450207e-73
367,CG8907,18.270397,2.5109718,1.4241101471513816e-74,2.558576221484841e-73
368,CG42724,18.242771,1.132872,2.361733428531964e-74,4.2240531140867194e-73
