,names,scores,logfoldchanges,pvals,pvals_adj
63,Pkc53E,9.289012,2.1357965,1.5572736827974328e-20,2.498859121246929e-19
64,magu,8.952248,1.4812537,3.4831595291253925e-19,5.013104284323508e-18
65,CG44325,8.93669,3.6762023,4.0100028772508854e-19,5.760940956685884e-18
66,Traf4,8.834902,1.8985071,1.0018663867123348e-18,1.3891732703560058e-17
67,smal,8.766504,2.1836884,1.842984952466465e-18,2.5031258083072685e-17
68,axo,8.203451,1.1851194,2.335825224378684e-16,2.7501232190576844e-15
69,rgn,8.1608095,0.9628533,3.3278789183631344e-16,3.849794812682004e-15
70,CLIP-190,7.819672,1.1735114,5.2961146468350734e-15,5.46715648173286e-14
71,Oatp30B,7.8106437,1.0097376,5.689659740809819e-15,5.858214990569903e-14
72,raw,7.797384,0.9831761,6.320387066756246e-15,6.47412621162329e-14
73,hth,7.618492,2.665268,2.566559069872883e-14,2.491127272819302e-13
74,yuri,7.476419,1.2012454,7.637519131533502e-14,7.068257531148272e-13
75,Snx27,7.396334,0.94793355,1.3999562184547167e-13,1.266164948031942e-12
76,CG12991,7.286988,1.1208438,3.169612038687852e-13,2.7812069556474713e-12
77,klar,7.2865243,1.046099,3.1805305694670064e-13,2.784801188381508e-12
78,CG17716,7.0923176,0.7054244,1.3188462720277133e-12,1.0776896795758287e-11
79,l(3)neo38,7.074281,1.0016298,1.5022547446425215e-12,1.2188017851793914e-11
80,cpo,7.0593886,0.9724663,1.6723676436438464e-12,1.3444822298748863e-11
81,Lrch,7.0179353,1.7956961,2.2517049108550574e-12,1.7832158592532737e-11
82,CG42672,6.9112296,0.9454797,4.804714093779281e-12,3.6593989925731384e-11
83,CG31808,6.8159094,1.2777249,9.366937834582221e-12,6.91571968696103e-11
84,Buffy,6.703621,0.7340155,2.0331711957921473e-11,1.4487027347636257e-10
85,chrb,6.6803656,0.81393063,2.3834725940891788e-11,1.6892304876541206e-10
86,a,6.5607014,1.4480348,5.355527034108166e-11,3.6587673531731244e-10
87,CG6051,6.426568,0.86289746,1.305169551592283e-10,8.52161153496553e-10
88,Ir40a,6.311015,1.0536686,2.772109763021873e-10,1.7580256258080548e-09
89,Cadps,6.309665,0.92269593,2.79640108236385e-10,1.7720188068896403e-09
90,Svil,6.1932454,0.9366594,5.893780970461716e-10,3.5972854864957673e-09
91,Btk29A,6.178474,0.7002227,6.472417016661998e-10,3.935367993553312e-09
92,loco,6.1419783,0.9620871,8.150002479905647e-10,4.915952195325891e-09
93,tok,6.1016736,3.311171,1.0496344258541554e-09,6.211182450091616e-09
94,CG6983,5.967742,1.0507619,2.4055933022908184e-09,1.3734660755331868e-08
95,CG43313,5.821477,0.9806933,5.832980444450061e-09,3.197292793207854e-08
96,CG31815,5.740324,1.1345634,9.449556656835386e-09,5.0611723709120344e-08
97,mew,5.697279,1.050604,1.217347301136706e-08,6.437785494848533e-08
98,CG30460,5.6638865,0.673995,1.4798222276949121e-08,7.779329663291813e-08
99,norpA,5.574995,0.92695713,2.4753684919804658e-08,1.266160528770728e-07
100,fz2,5.5501876,0.6052045,2.8536307050571884e-08,1.4475491893913425e-07
101,lncRNA:noe,5.546238,1.0532652,2.918817108386964e-08,1.4796729532262323e-07
102,CG8051,5.3877807,1.3187604,7.133296773737391e-08,3.470287837541314e-07
103,CG2145,5.2385535,3.390162,1.6184004995099726e-07,7.559184023239362e-07
104,Tg,5.226744,0.8380007,1.7252082000103952e-07,8.029784832679962e-07
105,Rhp,5.172736,0.94635755,2.3069046162512213e-07,1.0637690521867596e-06
106,Raf,5.155184,1.0501101,2.533823855370116e-07,1.1650320083703498e-06
107,CG4733,5.0839252,2.596844,3.697131773894581e-07,1.6690568229397033e-06
108,asRNA:CR43454,5.067844,3.190627,4.023470900892011e-07,1.8132958607134494e-06
109,Nhe2,5.04215,0.93697864,4.603306313195934e-07,2.059455590035213e-06
110,Indy,4.978469,0.3214971,6.408928510266522e-07,2.8228368573996264e-06
111,Ncc69,4.9398975,0.89797384,7.81636955854091e-07,3.4238021638099673e-06
112,CG43693,4.929378,0.43761945,8.249186619685891e-07,3.6074327640703302e-06
113,Hsp27,4.857072,1.0121498,1.1913446840952425e-06,5.114300075897538e-06
114,Notum,4.779083,0.9811279,1.7609689587907273e-06,7.38901245741691e-06
115,lncRNA:CR44922,4.7743063,1.784603,1.8032760563236328e-06,7.541920195627847e-06
116,Mkp3,4.7352314,0.65130776,2.188054430784656e-06,9.065447795218676e-06
117,CG32264,4.7048416,0.7422325,2.5406300477255465e-06,1.0433887796619001e-05
118,CG42238,4.577318,0.54365575,4.70974432999307e-06,1.8593678136118473e-05
119,CG30015,4.452858,0.5741788,8.473473695332705e-06,3.251705744510752e-05
120,Myo31DF,4.421844,0.87373865,9.786216868886387e-06,3.7213807959611444e-05
121,18w,4.37765,2.5843287,1.1996579170170997e-05,4.5230115402837974e-05
122,T48,4.330514,0.5944739,1.4876173698383438e-05,5.5430461828386605e-05
123,RapGAP1,4.274511,0.60276365,1.9155736593865047e-05,7.06489840364096e-05
124,Ace,4.214578,0.9124935,2.5024553058156878e-05,9.065562939912179e-05
125,LanA,4.1850147,1.6859044,2.8514754153597476e-05,0.00010241377631249202
126,Hel89B,4.071074,0.63654095,4.679687043609966e-05,0.0001632864058750185
127,Vha100-5,4.054932,0.3806391,5.014886713928193e-05,0.00017409666770884367
128,CG31183,3.9893568,0.8993879,6.625272156178314e-05,0.00022703185894629095
129,CG33521,3.9709778,2.5736544,7.157822283029404e-05,0.0002442929140250044
130,Drat,3.9330513,0.5322693,8.387430004498847e-05,0.00028394536540113277
131,CG9171,3.9221692,0.5045363,8.775533924705973e-05,0.0002953501818837832
132,CG15529,3.832391,1.2698615,0.00012690384996968626,0.0004163346009516624
133,Myo28B1,3.8322096,0.84086853,0.00012699746968925443,0.0004164700705631545
134,Nrx-1,3.7869074,2.6195557,0.00015253393119232344,0.000495516015752514
135,Or94b,3.7221985,2.5331137,0.00019749563239722988,0.0006300071095188587
136,nkd,3.718551,0.7984053,0.00020036885381249697,0.0006386606758084355
137,Shmt,3.7018247,0.9142949,0.00021405455531220524,0.0006787490859481441
138,CG34198,3.6754856,0.7961854,0.00023739737816174888,0.000746521427415788
139,topi,3.620329,1.0486183,0.00029422866577435064,0.0009136816039399363
140,crb,3.5829668,0.3160413,0.00033971387209167443,0.0010475717582245784
141,su(r),3.5556202,0.48023576,0.00037708855099099294,0.0011547702105953494
142,CG31883,3.521603,0.8080176,0.00042894569439716625,0.0012990786840589978
143,CG4080,3.504393,0.4162025,0.0004576491327860749,0.0013776208199108813
144,SNF4Agamma,3.4251144,0.7324867,0.0006145408626808347,0.001814217628366752
145,LanB2,3.4194112,1.3916713,0.0006275681237235597,0.0018478781711860199
146,tyn,3.4133856,0.51956594,0.000641610708049145,0.0018843467252262526
147,Hsp26,3.4103024,0.61406827,0.0006489088965079367,0.0019043753345526061
148,pyd,3.3453317,0.2891093,0.0008218425486461111,0.0023776971445563064
149,Klp98A,3.276532,0.41793638,0.001050904598771112,0.0029829349863121544
150,Msr-110,3.2093644,1.1206857,0.0013302875657236362,0.0037267718182310526
151,CadN2,3.1957617,0.33923626,0.0013946225034029978,0.0038960338731430185
152,Cirl,3.1864917,0.3783815,0.0014400964032165583,0.004020248078990035
153,CG4631,3.170531,0.95276827,0.0015216054987014728,0.004232945880519057
154,Cyp9c1,3.1668634,0.6890664,0.0015409269231224495,0.0042807111277946164
155,Rbfox1,3.0866575,0.3599367,0.002024206912241077,0.005519240429779628
156,GC1,3.0746267,1.4876646,0.0021076624916546043,0.005733043667491112
157,CG34330,3.0425847,0.75396204,0.002345559188564859,0.006323951755348141
158,Lgr1,2.9398484,-0.27658325,0.0032837281887294133,0.008636877942530536
159,Galphaf,2.8773966,0.32457548,0.00400971208844306,0.01033461739375593
160,Hsp83,2.8442461,0.2851475,0.004451662981705462,0.011388873568432585
161,Dh44-R2,2.809665,0.2877908,0.004959309030114564,0.01255921472379551
162,CG6602,2.781613,0.14304453,0.005408948161215479,0.013610438955141952
163,Sulf1,2.7768571,0.7313729,0.005488729376257218,0.013789393025767423
164,CG6398,2.771013,1.2036835,0.005588219302049206,0.01400397903810127
165,CG42788,2.7276454,0.2898662,0.0063788137467423334,0.015768689886428176
166,dve,2.7159772,0.35034323,0.006608045667885218,0.01626455918216694
167,CG2556,2.7158966,0.1793694,0.0066096547460902065,0.01626455918216694
168,Ork1,2.691573,-0.32095444,0.007111595342697585,0.017415749948470793
169,lin-28,2.6459482,0.43672425,0.008146227996465487,0.019671064509668934
170,Pde9,2.6307132,0.41249686,0.008520591954477946,0.02041402509503009
171,CG8312,2.6124754,1.151134,0.00898891670678506,0.021413585174888446
172,tio,2.5731986,0.5327361,0.010076334812280626,0.023762236672871556
173,CG1090,2.546759,1.4228221,0.01087285132588832,0.02547454333316018
174,Pgant6,2.5314837,0.62791926,0.011358114752325045,0.026471225567717433
175,nec,2.4253821,2.258717,0.015292285302837941,0.034675583682418
176,CG31523,2.39598,0.32877943,0.01657599884873534,0.03731006075709405
177,CG34375,2.3627086,1.7361056,0.018141929822547524,0.04043450558881427
178,fz3,2.3618622,0.44928032,0.018183400953633095,0.04049291779237991
179,ClC-a,2.359706,0.051144954,0.018289428929686144,0.040694874154702826
180,bab2,2.2412913,0.17388557,0.025007209007581074,0.05386532516680318
181,pnt,2.2288775,0.42540714,0.025822051822165574,0.055368638315264326
182,h,2.1350086,0.18993147,0.032760319300796384,0.06841757578458106
183,CG10433,2.130978,1.3563591,0.03309095381648586,0.06898137805799134
184,Gmap,2.0966184,0.40158668,0.036027364849949485,0.07433868334055181
185,Reph,2.0932531,0.25040767,0.036326573579759436,0.07482484449309144
186,egr,2.073786,0.28868213,0.038099193171679265,0.0780117001423708
187,RhoGEF64C,2.0587926,-1.0173781,0.039514101093728486,0.08053591052624456
188,CG43861,2.0343077,1.5484624,0.04192057772711103,0.08487557316969643
189,GstT4,2.019798,0.2875033,0.04340433162477191,0.08736850667717745
190,Ae2,1.987615,0.930811,0.04685428545504714,0.09350884100720167
191,Pde11,1.9776397,0.39184913,0.04796937304452262,0.09544706001533887
192,CG6357,1.9767127,0.3207576,0.04807412053730275,0.09560767750034797
193,Doc3,1.9596034,0.6900309,0.05004216391128477,0.09910066747198694
194,CG40160,1.9523687,0.23193781,0.05089444098399297,0.10066323454065608
195,sdt,1.9375972,0.28020105,0.052672389652011396,0.10376721515850464
196,CG10663,1.9281055,1.8535732,0.053842010790419996,0.10570512182559268
197,Gli,1.9094243,0.22557038,0.05620737451560967,0.10986112322439523
198,CG13506,1.905676,0.22882687,0.05669225297896561,0.11064581693467075
199,Tet,1.8499954,0.50277823,0.06431421430877325,0.1235820453122951
200,CG13917,1.848363,0.41232467,0.06454983927301348,0.12394503516861625
201,CG15431,1.8473958,1.3890173,0.06468980475599745,0.12412395276108576
202,step,1.8337123,0.2523297,0.06669669969806667,0.12745234883479295
203,papi,1.8228705,0.77600825,0.06832301004728106,0.13024738609971495
204,CG14298,1.820674,2.0443513,0.06865644416192072,0.1308203588902866
205,Mp,1.8192229,2.5309644,0.06887742679292443,0.13121001432381174
206,sfl,1.8103962,0.19167377,0.07023436120181507,0.13325274870208492
207,CG7627,1.7808933,0.47658554,0.07492987162835064,0.1409850705177406
208,asRNA:CR44724,1.7378079,0.77276045,0.08224466960394963,0.1526907686908876
209,Ccdc85,1.7258375,0.24398753,0.08437665778794975,0.15610270091452627
210,fru,1.6740059,-0.017382167,0.0941294370972305,0.17073295119800766
211,wat,1.6719503,-0.2825645,0.09453410594254853,0.17123280591641868
212,DNaseII,1.6487149,0.8617271,0.09920606476282569,0.1782752471093542
213,LanB1,1.6307592,0.5263561,0.10294113618185564,0.18378387233543947
214,CG1722,1.6068788,1.6533233,0.10808095411713597,0.19103182629764273
215,CG4839,1.6004906,0.07059085,0.10948979987956191,0.19296486209952018
216,pod1,1.5997248,0.20510086,0.10965965363569764,0.19317865942596668
217,GlyP,1.5936186,0.45713776,0.11102147567974988,0.19510265509718022
218,Dcp-1,1.56202,1.4403191,0.11828329147258725,0.2056393003124338
219,jp,1.5484978,-0.0143144755,0.12150249340075513,0.2102714383510785
220,Hsp70Bc,1.5278418,0.43724996,0.12655183398878336,0.21749644714245883
221,CG32639,1.4500542,0.7474096,0.1470434282136902,0.2454808769905965
222,Spn42De,1.383451,1.7829008,0.16652662818672948,0.2720258652123565
223,Pif1A,1.3738182,1.8279823,0.1694981260103422,0.2759328257141161
224,Pka-C1,1.3525577,0.37586972,0.17619700487111556,0.2852047918993713
225,CG12992,1.3502401,0.77174246,0.176938980776834,0.2861730030487344
226,bdg,1.3469352,0.28460914,0.17800112650030986,0.2875402812697313
227,CG30377,1.2765434,-0.15735793,0.2017635060319969,0.31692041533622717
228,CkIIalpha-i3,1.2350097,0.6327606,0.2168269269740548,0.3357442629934829
229,tn,1.232672,1.0754927,0.21769818019068,0.33670031405705836
230,Hsp70Ab,1.2187871,0.18894057,0.2229250233693515,0.3430436383257662
231,CG9098,1.2052649,0.9765279,0.22810105059086505,0.3495295074417973
232,Obp69a,1.2010934,1.067173,0.22971497329930968,0.3513261861047666
233,kcc,1.1977885,0.3871426,0.23099939165581662,0.35268063652189613
234,CG13716,1.1712077,0.2463946,0.24151532769310224,0.36454020351022204
235,Drak,1.1555291,0.2662032,0.2478737845381377,0.3711810820581445
236,Cp110,1.1501888,0.28662002,0.25006609689250614,0.3734101435586222
237,Dab,1.1408987,-0.024836954,0.2539120925345171,0.3778770277640653
238,Ddc,1.1281826,0.3065301,0.2592428064249718,0.384444474815791
239,gom,1.1183484,1.3319261,0.2634182575692944,0.3894753691239112
240,scrib,1.0811876,0.30372682,0.27961367417939054,0.4078801377734206
241,mav,1.0653076,0.95213187,0.2867367388610602,0.4155061503860933
242,dl,1.0651867,0.052738875,0.28679144126059075,0.4155061503860933
243,bgm,1.0585567,0.7471837,0.28980174461533925,0.41876036408741557
244,dlp,1.0543246,0.044544466,0.2917342992936838,0.42058441588329926
245,Mical,1.0472512,0.03875152,0.2949837221120575,0.42424565310622797
246,CG42240,1.0274013,0.22214612,0.30423154917429973,0.4344466071610842
247,CG14502,1.0116825,0.4591487,0.3116898683538598,0.44212077387780613
248,CG15890,0.9861295,0.8180287,0.32406956868339964,0.4552187958261874
249,lncRNA:CR34052,0.965151,1.5720503,0.33446917371714335,0.46531028729500856
250,CG13324,0.9625312,0.044316184,0.33578282194397524,0.4665669482982016
251,CG3655,0.94913,0.2582385,0.34255449994758924,0.47283927594222386
252,Frq2,0.94201624,-0.41630024,0.3461843167066636,0.476652366538029
253,siz,0.9342375,0.09139922,0.35018139893676137,0.4805334058858075
254,nSyb,0.93113405,0.54068935,0.35178422727214653,0.4821509669121774
255,Hsp23,0.9290785,0.14409867,0.3528483944927636,0.48286113682391774
256,Meltrin,0.90660876,-0.02218441,0.3646137176382668,0.4942872728126325
257,CG14505,0.87581617,1.1677353,0.38112998191867664,0.511336991719093
258,spin,0.8657602,0.043825913,0.38662168077189685,0.5162090181619741
259,CG12541,0.7802744,1.387241,0.4352293699286963,0.5616067696599374
260,CG12054,0.7395669,0.17255777,0.4595628338206218,0.583172926399606
261,lncRNA:CR46258,0.7374106,0.5884999,0.46087268631360023,0.5841831040563695
262,baz,0.73116344,-0.041502703,0.46467934356838947,0.5872935431066774
263,CG4781,0.7028495,0.38432422,0.48214953033948604,0.6012890384603516
264,CG31659,0.6860224,1.1343038,0.4926989786307906,0.6106813680188309
265,Gbs-76A,0.67056566,0.26398245,0.5024972760450763,0.6199621485107367
266,robo1,0.6422719,0.1500136,0.5206966537485365,0.6355198078798653
267,CG9427,0.6396723,0.18355395,0.5223856902261107,0.6365076099984102
268,Mal-A5,0.61968124,1.1634102,0.535467664224222,0.6470979562041578
269,rgr,0.6166584,0.5156899,0.53746005774935,0.6485530977111303
270,pum,0.6161949,-0.40114355,0.5377658870721514,0.6486350142245132
271,sut1,0.61075383,0.3591835,0.5413625785824685,0.6517478086428479
272,lncRNA:CR44923,0.6091618,0.972087,0.5424172108387051,0.6521296950249629
273,CG31259,0.60567546,1.4846078,0.544730293667169,0.6538242206751618
274,GstS1,0.60541344,0.5749902,0.5449043068734439,0.6539344659839778
275,lncRNA:CR43641,0.5952366,0.9884286,0.551685338204083,0.6586954105560001
276,Gp150,0.5790745,0.06602254,0.562538910454796,0.6677204614488818
277,CR46424,0.56402075,1.2020004,0.5727399954020875,0.6756536606277795
278,Grip,0.55866027,1.0965779,0.576393593634017,0.6779247246539295
279,lncRNA:CR44757,0.5410472,1.1575131,0.5884750335891473,0.6872593972613387
280,cv-c,0.5389514,0.4682641,0.5899203954980453,0.6878371561337449
281,mthl15,0.53635174,0.5033622,0.5917154694150162,0.6894251824145973
282,CG12224,0.5317772,0.45233667,0.5948803191132159,0.6916913647807607
283,Syx6,0.5148493,-0.02317671,0.6066583197964716,0.6994630692829374
284,PH4alphaEFB,0.5121489,0.09448705,0.6085467907967592,0.7006254748953286
285,CG6912,0.5029595,0.098191634,0.614992748122314,0.7049873660241245
286,rdgA,0.49993667,0.55231637,0.6171196757775612,0.7068147214726738
287,asRNA:CR44095,0.48814762,0.14105465,0.6254452936948551,0.7123687311164413
288,lncRNA:CR44347,0.48079205,0.36385268,0.6306643089040457,0.7153280938531138
289,CG14253,0.47913957,0.9918161,0.6318393512418339,0.716517152600763
290,bark,0.47438362,0.085601486,0.6352263657989837,0.7185569422106469
291,mgl,0.47156233,0.0672823,0.6372392307418697,0.7196065603681244
292,asRNA:CR45600,0.45914853,0.10533215,0.646127503136807,0.7255537029332532
293,lncRNA:CR45953,0.45848352,0.73457444,0.6466051039934734,0.7258575490386537
294,Tsp42Ef,0.44870967,0.18744893,0.6536411009611567,0.7292903652218876
295,lncRNA:CR45979,0.44306704,0.08194323,0.6577172346962041,0.73203348775655
296,PIG-N,0.4309354,0.66510946,0.6665153369819317,0.7381051018840991
297,CG16791,0.43091527,0.1722118,0.6665299904283895,0.7381051018840991
298,ppk27,0.4185418,0.9547931,0.6755510441227723,0.7440129338345319
299,P5CDh1,0.4182395,0.41025186,0.6757720189332619,0.7440129338345319
300,Moe,0.41674823,0.14533058,0.6768625699135591,0.7444927023137116
301,Nmdmc,0.41316113,0.7518328,0.6794885600345582,0.7461704395362844
302,nAChRalpha7,0.40824398,0.6323292,0.6830945548707024,0.7484512062521916
303,lncRNA:CR45984,0.40316564,-0.36808726,0.6868263843728817,0.7500388240426524
304,Tsp42El,0.3974827,0.5337616,0.6910115439181943,0.7524642055062126
305,Rbcn-3B,0.39611235,0.006507141,0.6920221518937663,0.7531525101767381
306,corto,0.38847464,0.0744297,0.6976648123012903,0.7563591582863379
307,LRP1,0.38839403,-0.14701535,0.6977244553509603,0.7563591582863379
308,CG31313,0.35939497,0.26281932,0.7192996361850111,0.7724876270943872
309,CG7255,0.354236,-0.016654726,0.72316202723318,0.7754845829626623
310,knk,0.34746486,0.7094627,0.7282421228199852,0.7794619493712026
311,Ugt303B1,0.346558,0.33907244,0.7289234058830132,0.7796668979200245
312,CG8870,0.3382351,0.81280476,0.7351860090840932,0.7842575320064733
313,CG15097,0.3380739,0.76610875,0.7353074941309983,0.7842820082804363
314,CG12065,0.3329754,0.0013192003,0.7391528599331183,0.7868018740414189
315,CG31431,0.3288442,-0.08562377,0.7422734662189721,0.7890683207742485
316,CG4730,0.31256118,0.6230582,0.7546140786387604,0.798348192461238
317,ATP8B,0.29244924,-0.0725806,0.769943161529911,0.8094013502333328
318,Cyp6d4,0.29051462,0.4959952,0.7714225603338415,0.8104213513327673
319,Clp,0.28910398,0.5672957,0.772501813245405,0.8112339268531704
320,lncRNA:CR45617,0.26629165,0.30560523,0.7900146092521484,0.8239714683577315
321,CG13204,0.26590875,0.13576458,0.7903094862161,0.8240792257073798
322,CG44838,0.26367185,0.5953488,0.7920327872520514,0.8249087779482496
323,nudC,0.2628456,0.060271896,0.7926695794243593,0.8253345346204181
324,CG34450,0.2569813,0.6005799,0.7971932015604819,0.8293935544078269
325,CG4661,0.2506938,0.15321359,0.8020508453134036,0.8333464012385464
326,CG10140,0.22840545,0.44450107,0.819331061296882,0.8489852775500435
327,sif,0.21349278,0.4480752,0.8309426162631189,0.8587809742680383
328,CG3634,0.21030873,0.47920075,0.8334267208480071,0.8606777307939909
329,Cht11,0.20958325,0.44192865,0.8339929529903113,0.861150741158522
330,vari,0.2086764,0.31973773,0.8347008642147792,0.8616581294793031
331,fy,0.20533113,0.5862028,0.8373134244286581,0.8639068634985337
332,CG7778,0.20170373,-0.22000352,0.8401483487892606,0.8661581227997054
333,Gycbeta100B,0.20063566,0.62132996,0.840983473549367,0.8666823081677343
334,asRNA:CR43889,0.19954744,0.23638456,0.8418345394520761,0.8672225083483139
335,lncRNA:CR46254,0.19805618,0.06137663,0.843001114945248,0.8679748866557864
336,comm,0.19612156,-0.14205985,0.844515023319091,0.8693087261506266
337,Gart,0.19372344,0.11053848,0.8463924357736821,0.8709033479408836
338,Amph,0.18586408,0.14166568,0.8525513593979109,0.8764474644081598
339,Cyp6t1,0.17242253,0.24598676,0.8631053622085751,0.8851250583453227
340,Epac,0.17052822,-0.16270865,0.8645947443116152,0.8865382079330256
341,lncRNA:CR43882,0.17000426,0.30598274,0.8650067862401558,0.8867322271619525
342,CG14937,0.16964152,0.4294435,0.8652920675447829,0.886910439869791
343,Eip63E,0.1693997,0.2970443,0.8654822648365377,0.8869911596489831
344,CG6688,0.1676666,-0.08907678,0.866845572791858,0.8880452971875915
345,Cyp4g1,0.16353539,0.54413664,0.870096908975116,0.8907036400516511
346,CG12259,0.16093576,0.15591797,0.8721440015744242,0.8920953744416967
347,asRNA:CR46071,0.1594445,0.18759783,0.8733186902647803,0.8929526536250496
348,Snp,0.1577114,-0.3051836,0.8746842198050688,0.8941191504531907
349,CG43273,0.1554745,0.24389401,0.8764472568666013,0.8956912836930251
350,Df31,0.15259273,-0.07057019,0.8787194595772336,0.8973043158768963
351,CG32396,0.15186726,0.19491167,0.8792916408285049,0.8976760094091932
352,Cap-D3,0.15154481,0.32048377,0.8795459638608522,0.8978204856186383
353,CG8066,0.14771588,-0.039076142,0.8825669927250059,0.9007887528979638
354,CG13671,0.14727254,0.2941306,0.8829169073008225,0.9010303455836962
355,shep,0.13739794,0.33625472,0.8907162569580324,0.9070126265518141
356,CG11961,0.13435495,0.31459564,0.8931218990646079,0.9092296232610916
357,lncRNA:CR32730,0.13258156,0.28031176,0.8945243177812241,0.910308022659604
358,CG13001,0.13171501,0.14317536,0.8952097107713407,0.9107726048867572
359,Ilp6,0.12814806,0.10872003,0.8980317978544554,0.9129435533431614
