,names,scores,logfoldchanges,pvals,pvals_adj
52,ct,33.89075,3.969629,9.117400905208418e-252,1.3691583736708265e-249
53,Dab,33.84939,2.970046,3.7052578433667684e-251,5.461138365806687e-249
54,CG8547,33.83774,5.0211596,5.497085483730433e-251,7.954782430001912e-249
55,CG43897,33.739147,3.3919296,1.5424894305560845e-249,2.192263103177835e-247
56,red,33.71698,2.9954686,3.259533079588818e-249,4.55133750534165e-247
57,Best1,33.538692,3.456247,1.3159710919493917e-246,1.8058299863491738e-244
58,olf186-F,33.477184,3.4679666,1.035425740223875e-245,1.39677177397319e-243
59,Nlg2,33.45296,6.2039,2.330950839169046e-245,3.09200628815774e-243
60,olf413,33.424507,3.3774931,6.041130976259822e-245,7.882190400008512e-243
61,btsz,33.292675,3.1198113,4.92860859901718e-243,6.326902554770604e-241
62,lncRNA:CR32773,33.17897,3.204518,2.164788287396173e-241,2.734849203077165e-239
63,zip,33.145985,2.253069,6.470215298860943e-241,8.04631930681785e-239
64,Btk29A,32.947697,3.2018797,4.5640705672696705e-238,5.588528868446047e-236
65,CG43658,32.914814,2.778283,1.3492544608785668e-237,1.6270782203231082e-235
66,wake,32.621616,3.6048946,2.025294284896523e-233,2.405868240819616e-231
67,Hph,32.567806,2.8696873,1.171901730235839e-232,1.3716420398451535e-230
68,sbb,32.506527,2.2886817,8.623166802828424e-232,9.946635446914699e-230
69,sdt,32.4978,2.7930002,1.1453793083527236e-231,1.3022962735970466e-229
70,jp,32.445526,4.0045404,6.263799863305286e-231,7.02163142423194e-229
71,bnl,32.27319,3.9436696,1.6636796022914893e-228,1.8390591603663836e-226
72,IP3K1,32.1643,3.1713412,5.573947679268362e-227,6.077130079355739e-225
73,CG43078,32.144222,3.4119709,1.0636762178140073e-226,1.144026894267795e-224
74,Vha44,32.14199,2.4972475,1.1428759817780705e-226,1.2128199918628885e-224
75,CG5758,32.060833,4.2377787,1.5507534766596016e-225,1.6240061737807592e-223
76,Ziz,31.958878,2.931963,4.067156846158167e-224,4.2039612128016696e-222
77,trio,31.944357,2.6473715,6.471051383942269e-224,6.602961277538015e-222
78,CG31637,31.804104,2.9683044,5.680197537007486e-222,5.722619265448428e-220
79,Pgant9,31.797926,2.447465,6.91463714911398e-222,6.879199633724772e-220
80,wupA,31.784094,5.3363914,1.0738352326056707e-221,1.0551425452232755e-219
81,CG15096,31.735065,4.2152634,5.103277002695118e-221,4.953290446884201e-219
82,vn,31.70721,3.6814132,1.235918393101848e-220,1.1851415049033264e-218
83,PRL-1,31.618027,2.7376678,2.0872106320408522e-219,1.9776320738587077e-217
84,Pli,31.585266,3.1052744,5.88346867587352e-219,5.5090031989738045e-217
85,shep,31.574038,2.3766577,8.390386029764995e-219,7.765009582662744e-217
86,Snoo,31.563463,2.796203,1.1719360316932814e-218,1.0721194110628536e-216
87,Svil,31.29208,2.4462178,5.980545279690729e-215,5.408995441029377e-213
88,Swim,31.129257,3.7065973,9.682408139780683e-213,8.65868386342859e-211
89,csw,31.108278,2.3974936,1.8612760300176517e-212,1.645988435878943e-210
90,Drak,31.082146,2.8248336,4.1982639746382914e-212,3.671866260895182e-210
91,CG43340,30.958185,2.8479204,1.9715325864081676e-210,1.7055899842633266e-208
92,lama,30.842892,3.8344789,6.97658013855805e-209,5.9706022927724214e-207
93,kibra,30.751171,2.57439,1.179475224581024e-207,9.986641821745074e-206
94,jvl,30.73567,2.373238,1.9005116090708346e-207,1.5922286206941867e-205
95,Src64B,30.712368,2.5598936,3.89157134151114e-207,3.2263558653215794e-205
96,MCPH1,30.6868,2.3310094,8.53838138762684e-207,7.005873965373404e-205
97,scrib,30.630117,2.203713,4.86287656633295e-206,3.949350468514688e-204
98,mew,30.618214,2.407997,7.004753851519569e-206,5.6313975660852784e-204
99,Hmgcr,30.608147,2.9928834,9.536283463967182e-206,7.58992800897148e-204
100,CG34417,30.545681,2.996165,6.453144850355594e-205,5.08520592712675e-203
101,rdgB,30.372791,2.7367287,1.256747128590124e-202,9.806323918087056e-201
102,SNF4Agamma,30.304329,2.2029612,1.005282237471797e-201,7.768001289357314e-200
103,Irk1,30.230646,4.106921,9.373530503834957e-201,7.173454738463695e-199
104,dac,30.198439,5.2009854,2.4831284354629366e-200,1.882211354080906e-198
105,Oatp30B,30.132421,2.5824404,1.8231127197799967e-199,1.3688824657291505e-197
106,Fhos,30.12399,2.5720942,2.351092693097152e-199,1.748817452743947e-197
107,ome,30.060913,2.414218,1.5721650254362348e-198,1.158598281245092e-196
108,CG12054,30.034523,2.3425822,3.477516626071479e-198,2.53922521347733e-196
109,Ttd14,30.009033,2.6603808,7.481203264748953e-198,5.412990616739719e-196
110,CG14963,29.953287,4.7669716,3.986918472656024e-197,2.8587282994476844e-195
111,CapaR,29.95058,3.1848757,4.323853406623753e-197,3.072638327082004e-195
112,CG16762,29.887732,4.5237226,2.840695041945252e-196,2.0008045875081646e-194
113,shot,29.876719,2.1974616,3.949314142618388e-196,2.75724484746489e-194
114,Ace,29.690979,4.72164,1.0040724747509021e-193,6.949054631776026e-192
115,Dys,29.589079,2.5592995,2.0652038516694657e-192,1.416979090985972e-190
116,Amph,29.49232,2.385066,3.611962265539314e-191,2.457060484737385e-189
117,sick,29.460438,2.76946,9.254127846516796e-191,6.24183080766332e-189
118,Fas3,29.427486,2.7274652,2.4445003369551177e-190,1.63493934301057e-188
119,spri,29.425737,2.2967255,2.57363488419198e-190,1.7069633369403306e-188
120,CG45050,29.407972,2.3282282,4.343004147302051e-190,2.856691736229506e-188
121,p130CAS,29.316938,2.355128,6.309219159856195e-189,4.115989778138972e-187
122,caps,29.260403,1.8820302,3.3108868867851146e-188,2.142386075766075e-186
123,swi2,29.212524,2.777408,1.3445357580296413e-187,8.629967821095094e-186
124,Synd,29.194273,2.1855304,2.2925869608437265e-187,1.4597359697084175e-185
125,Nuak1,29.055904,2.3724248,1.2959852647186065e-185,8.186306922139196e-184
126,tara,29.020967,2.177673,3.578571466065184e-185,2.24266537782778e-183
127,CG16791,29.01728,2.2539594,3.983123571620298e-185,2.4766937895723403e-183
128,Moe,28.998196,1.938591,6.933462084085593e-185,4.27778486257653e-183
129,Lmpt,28.938976,2.602582,3.8624637255939466e-184,2.3647191378463246e-182
130,nemy,28.852915,3.025918,4.657615241936509e-183,2.8297679168376083e-181
131,px,28.761093,2.494935,6.58111695757926e-182,3.968114383740404e-180
132,CG13698,28.70528,3.0877275,3.2781686919339854e-181,1.961725159331022e-179
133,rhea,28.70449,2.092759,3.353365368103712e-181,1.9917488779654807e-179
134,CG12963,28.603436,2.7141025,6.089159951129316e-180,3.589898077854683e-178
135,Glut4EF,28.503847,2.564744,1.0496401730796381e-178,6.142710395250618e-177
136,Swip-1,28.400482,2.5592453,1.9946336639959087e-177,1.1587802431929517e-175
137,Samuel,28.327148,2.3731368,1.6007406735941163e-176,9.232097841402588e-175
138,CG7255,28.29193,2.1132295,4.343642623692124e-176,2.487126017407598e-174
139,CG17691,28.203547,2.149077,5.290306921362992e-175,3.007539484794861e-173
140,Zasp52,28.203163,2.3637924,5.347878909254518e-175,3.0187069672877098e-173
141,CG3168,28.083317,3.9210584,1.5662233387440694e-173,8.778571516242287e-172
142,sima,28.054863,2.8368597,3.484609930089374e-173,1.9394412890616312e-171
143,Pdp1,28.028189,2.5559425,7.368771356228021e-173,4.072781335015196e-171
144,ps,27.961,2.2020159,4.845242811224667e-172,2.659537071347388e-170
145,AdamTS-A,27.930618,2.695652,1.133759448675909e-171,6.180542090418876e-170
146,Exn,27.924091,2.0996628,1.3607852828118625e-171,7.367680316938513e-170
147,Graf,27.903078,2.0725613,2.448258282224154e-171,1.3166005181231108e-169
148,alpha-Man-Ia,27.786072,1.9932088,6.391539089329528e-170,3.414111383353941e-168
149,msn,27.760267,1.9317893,1.3099598630865773e-169,6.95064703353738e-168
150,Sxl,27.754946,2.073513,1.5187487776336313e-169,8.005113590189451e-168
151,sog,27.648277,2.4274507,2.9271704734678097e-168,1.5327203814690985e-166
152,uex,27.55535,2.087206,3.818076697617815e-167,1.9861485252509927e-165
153,dally,27.549702,2.1094458,4.461865009344892e-167,2.305972961647792e-165
154,jar,27.53968,2.076555,5.882509420843329e-167,3.020573708418842e-165
155,Pka-R2,27.436325,2.3035002,1.0116336212602351e-165,5.161276917698853e-164
156,Ten-a,27.423204,3.25727,1.45060783017945e-165,7.353750140381046e-164
157,chinmo,27.391594,3.1068678,3.453871076509066e-165,1.7398329049326365e-163
158,par-1,27.368664,2.611113,6.476358626770291e-165,3.2418451767587894e-163
159,wdb,27.361448,1.8285788,7.892075327765498e-165,3.92581422085535e-163
160,CG4928,27.36005,3.9488707,8.200192549404653e-165,4.053747360292648e-163
161,asRNA:CR44018,27.335148,4.708027,1.6217645552681113e-164,7.967669194678332e-163
162,glec,27.331167,2.2513764,1.808381637056585e-164,8.830005797137032e-163
163,CG12163,27.316536,2.1906943,2.698758796686779e-164,1.309720808709151e-162
164,luna,27.30622,2.0596848,3.578305087245982e-164,1.7260442539024708e-162
165,E2f1,27.303808,2.0099442,3.822294009467648e-164,1.8326287964670488e-162
166,skd,27.296682,1.9926714,4.644199782788422e-164,2.213364435401979e-162
167,crb,27.287788,2.6551874,5.922153490652958e-164,2.8056202161968387e-162
168,Lsd-2,27.271667,2.7432063,9.198716424422341e-164,4.3321055634306164e-162
169,tna,27.250147,1.9121578,1.6552377360868962e-163,7.749433612656239e-162
170,Inx2,27.22848,2.399212,2.989014449083419e-163,1.3912026900733878e-161
171,CG30460,27.218739,2.116727,3.8980007890915e-163,1.8037318767662357e-161
172,CG17716,27.202257,2.9229634,6.107651978841876e-163,2.809872953734248e-161
173,dlg1,27.199,1.8136641,6.67441558022179e-163,3.0529697472980016e-161
174,gish,27.145327,2.1481428,2.8750363739972786e-162,1.3075665428939623e-160
175,Nedd4,27.110594,1.956841,7.385989095329199e-162,3.340061773279835e-160
176,RhoGAP1A,27.061113,2.0246878,2.826383896285663e-161,1.2709146570925194e-159
177,CHES-1-like,27.032806,2.0301375,6.0840594721595715e-161,2.7203949066807883e-159
178,Doa,27.004318,2.0440803,1.315002303125845e-160,5.846985100881899e-159
179,norpA,26.953836,2.1805255,5.1431556640114335e-160,2.274131996103722e-158
180,bol,26.949034,2.4040594,5.854892606002412e-160,2.5745353729929943e-158
181,hppy,26.922655,1.8916835,1.1927106807129314e-159,5.2158155537330884e-158
182,Rbp1-like,26.84233,1.8599596,1.0365522594659814e-158,4.508152695677457e-157
183,corto,26.834913,2.1974733,1.265239438175682e-158,5.472848200239268e-157
184,CG15406,26.809752,2.7716398,2.4870692747138167e-158,1.0699775328349874e-156
185,PNUTS,26.798964,1.9644932,3.322403277089553e-158,1.4216670796965457e-156
186,noc,26.795942,2.401589,3.602986256120547e-158,1.5334848990622156e-156
187,Cp110,26.766056,2.181385,8.030486792480825e-158,3.399715126667813e-156
188,CG46339,26.759169,2.1294184,9.658549922337846e-158,4.0673226895178264e-156
189,Hers,26.747759,1.9409047,1.3111501261222849e-157,5.492338870424877e-156
190,fru,26.735247,2.405728,1.8330837910730192e-157,7.638488949293278e-156
191,Pde6,26.714638,2.0738454,3.1819969509710034e-157,1.3190371735821988e-155
192,rl,26.714289,2.1010323,3.211885164647151e-157,1.3245281878459415e-155
193,CG10077,26.699318,2.1634512,4.79342741915312e-157,1.9665406612907054e-155
194,spen,26.647562,1.767149,1.9100085026128642e-156,7.795773165279891e-155
195,mam,26.581308,1.9395236,1.1166215374561738e-155,4.534281028884534e-154
196,Pde11,26.579166,2.1845236,1.182134025109022e-155,4.775941475047059e-154
197,kis,26.496904,1.7000132,1.0522114153058247e-154,4.229571037585384e-153
198,a,26.481369,4.218899,1.5888014083530383e-154,6.35440724074464e-153
199,Doc2,26.467098,4.750839,2.319519730217831e-154,9.230528766401858e-153
200,CG44245,26.36946,2.369157,3.070703110711755e-153,1.2159067690624306e-151
201,Efa6,26.325155,2.0573454,9.8836696108831e-153,3.894263684802901e-151
202,Pax,26.293488,1.949698,2.2764877448534066e-152,8.92540195137353e-151
203,Gprk2,26.275,2.0489213,3.703532248365877e-152,1.44492221395804e-150
204,lncRNA:CR46194,26.255339,2.3566725,6.211650953310994e-152,2.4116356067025465e-150
205,RhoGAP19D,26.20727,1.9029444,2.19591516562654e-151,8.484120778262928e-150
206,Vha16-1,26.206367,1.9277662,2.248511285738167e-151,8.645362958062837e-150
207,DAAM,26.181847,2.6061954,4.277935095379495e-151,1.6369271838521828e-149
208,Smr,26.170258,1.8603623,5.7965731814841424e-151,2.2074127249489135e-149
209,Kdm4B,26.125074,2.0108716,1.892412929278342e-150,7.172245001964916e-149
210,CG7992,26.120352,2.5267198,2.1413249402566963e-150,8.077158862323719e-149
211,lncRNA:CR42862,26.085516,2.051849,5.323036606927164e-150,1.9983985072893066e-148
212,CG32264,26.077265,2.0431178,6.603408152342128e-150,2.4674425110089672e-148
213,CG32549,26.025846,2.3696034,2.5256133132586195e-149,9.393157177675398e-148
214,how,26.009409,2.556541,3.8758098438674237e-149,1.4347707231321313e-147
215,Eip75B,25.97275,2.0224416,1.0064559473655276e-148,3.708510594945479e-147
216,ena,25.950676,2.0699587,1.786650618384343e-148,6.552973397106446e-147
217,mrj,25.942379,1.9942485,2.2165349662817745e-148,8.092386145246166e-147
218,conu,25.828382,1.8715163,4.257107649617927e-147,1.5471378896488164e-145
219,CG31145,25.822903,2.2578201,4.905203424304926e-147,1.774568820638314e-145
220,CG9449,25.817831,2.5433445,5.592797706577773e-147,2.0141663776765835e-145
221,CG17646,25.759874,2.3655856,2.498685054251182e-146,8.917952621876752e-145
222,plum,25.75559,2.7783725,2.790647139967267e-146,9.915518119196195e-145
223,Syp,25.732908,1.6536459,5.008235803638521e-146,1.7715799449403994e-144
224,step,25.724632,1.8197056,6.198461420405728e-146,2.1829006391596986e-144
225,Gbs-70E,25.687567,2.396843,1.6096195808502126e-145,5.643595702196847e-144
226,mamo,25.650444,1.7489655,4.1801864928050925e-145,1.4592151007120935e-143
227,Shrm,25.634176,2.2884595,6.347900109868517e-145,2.20624178927701e-143
228,CG5151,25.627197,3.0554683,7.59319184172855e-145,2.627574516013806e-143
229,Rlip,25.592588,2.4872963,1.8447682244730784e-144,6.35606506432088e-143
230,CG18507,25.553492,2.098682,5.021270270319602e-144,1.7225987104083497e-142
231,CG32486,25.54462,1.8889514,6.30097312118471e-144,2.1523366983480302e-142
232,Haspin,25.534857,1.8185927,8.088336246817087e-144,2.751071290103299e-142
233,Best2,25.534248,5.783396,8.215242687063169e-144,2.782345384950458e-142
234,hdly,25.512085,2.051549,1.4476672003942871e-143,4.882196291499208e-142
235,LRP1,25.495874,2.520626,2.1902922599374994e-143,7.355500462802767e-142
236,CG1677,25.430172,1.8666068,1.1699652457450836e-142,3.912501424741648e-141
237,Sap47,25.420465,1.7365129,1.4980171259985689e-142,4.988585065197745e-141
238,Oda,25.383827,2.0411696,3.804847482799644e-142,1.261782546483432e-140
239,scny,25.37632,1.9812989,4.604923777728052e-142,1.5207713007028037e-140
240,Gyg,25.326492,2.0370288,1.631856355873263e-141,5.366919312560042e-140
241,olf186-M,25.319807,2.176081,1.9333794191910055e-141,6.332414319893504e-140
242,LRR,25.306719,1.794142,2.6941821734233527e-141,8.788113081260847e-140
243,CG6465,25.305016,2.138896,2.812965921928596e-141,9.138120723522324e-140
244,Men-b,25.303156,2.6585512,2.948748952942112e-141,9.540281673360271e-140
245,Pcf11,25.26982,1.8010108,6.859465778040776e-141,2.210303163053706e-139
246,Cam,25.24157,1.9757326,1.4016640285365091e-140,4.498324194807289e-139
247,CG6700,25.157402,1.685088,1.1727717776294725e-139,3.7486307542783016e-138
248,Lk6,25.14694,1.603236,1.5264104447706526e-139,4.859480291971849e-138
249,Rm62,25.142815,1.7008145,1.6935579043756756e-139,5.370130422679682e-138
250,dsd,25.13525,1.9460378,2.048881618221301e-139,6.471051110882275e-138
251,CG6770,25.106943,1.9462837,4.1767413657762e-139,1.31394010000841e-137
252,Spn,25.103786,2.8666573,4.521767267447179e-139,1.4168797512445708e-137
253,bbc,25.08346,1.8136069,7.536520923178284e-139,2.3522811775519986e-137
254,Galphaf,25.055468,2.5026135,1.5220037555949317e-138,4.731885894835962e-137
255,CG41378,24.99483,1.9229759,6.958438902414954e-138,2.154950008728429e-136
256,mei-P26,24.974684,1.6497544,1.1520059135188052e-137,3.553804289029523e-136
257,Atpalpha,24.935936,2.6529446,3.0343142827585354e-137,9.324365782422851e-136
258,alpha-Est9,24.925035,2.3233757,3.9836455057232227e-137,1.2194551761558125e-135
259,Fmo-2,24.91622,2.0055118,4.964163038755246e-137,1.5137844300939846e-135
260,CG42346,24.9048,2.5345128,6.60071453263142e-137,2.005155991038682e-135
261,Tlk,24.889208,1.845323,9.737390957249642e-137,2.946764054325091e-135
262,jim,24.887878,1.7845925,1.0065710800157878e-136,3.0345830400930515e-135
263,Parp,24.885748,1.9276239,1.0614760641079379e-136,3.188033205371727e-135
264,crp,24.875341,1.833496,1.3757065588695288e-136,4.1162588353543535e-135
265,out,24.835762,3.1462088,3.685321650192301e-136,1.0985571166247388e-134
266,Vha55,24.805706,1.7305919,7.77993012317227e-136,2.3104650690420933e-134
267,Vha100-2,24.802053,1.9488586,8.518941771452518e-136,2.5205300207803194e-134
268,tkv,24.781525,2.0076897,1.418327628636207e-135,4.1809146653020634e-134
269,Vha100-5,24.776283,2.2790868,1.61540110114006e-135,4.744272090027209e-134
270,VhaSFD,24.775179,1.7699184,1.660302357629447e-135,4.858215611901753e-134
271,bru2,24.760963,2.6875036,2.36237600835551e-135,6.887234670513372e-134
272,CG7029,24.76032,1.8899375,2.4003258857501895e-135,6.972333476162686e-134
273,su(sable),24.731516,1.9467318,4.9014596151855356e-135,1.4185715300822428e-133
274,CG8108,24.725992,1.7089852,5.620137799472952e-135,1.6206766936958416e-133
275,CG32066,24.71419,1.9370732,7.527845240629651e-135,2.162964630692108e-133
276,CG30456,24.706276,1.9165214,9.156670150784291e-135,2.6215085514421642e-133
277,CG31712,24.69906,1.69103,1.0946310515677068e-134,3.1226410535582e-133
278,Hipk,24.58246,1.8243195,1.945801526757094e-133,5.5309408398070396e-132
279,Wdr62,24.5436,2.0465004,5.061958548831697e-133,1.4236087664364478e-131
280,sqd,24.529093,1.605164,7.230705273368964e-133,2.0263796926318162e-131
281,CG42324,24.527458,2.1992853,7.527009986147535e-133,2.1020165782367799e-131
282,Galphaq,24.51659,2.082054,9.829946416650363e-133,2.735543480074134e-131
283,fkh,24.460876,1.5645024,3.855331732570545e-132,1.0691493121787096e-130
284,Gug,24.455442,1.6735811,4.404287105467427e-132,1.217143092792196e-130
285,CG31663,24.44922,2.789198,5.129440192756912e-132,1.412637179728452e-130
286,Sar1,24.407936,1.815149,1.408581416433245e-131,3.865827411514551e-130
287,ttv,24.384455,1.7762629,2.5003346973257537e-131,6.8385442804177576e-130
288,RhoU,24.34626,2.0788312,6.350934980293322e-131,1.731064777676526e-129
289,CG13868,24.344164,2.629919,6.684130152646032e-131,1.815665252044702e-129
290,Mbs,24.332258,1.6545452,8.93487597030755e-131,2.4187985662475437e-129
291,NFAT,24.325235,2.695902,1.060280262833573e-130,2.860600207421155e-129
292,REPTOR,24.262972,1.9376321,4.824502226735802e-130,1.2972369331956164e-128
293,LpR1,24.260323,3.1335876,5.145339683800059e-130,1.3788470890021773e-128
294,CG30116,24.229998,2.517753,1.0746515529074089e-129,2.8701851374463314e-128
295,Mnt,24.100985,1.7402005,2.4409377293789286e-128,6.4974660160959515e-127
296,ed,24.059027,2.1626153,6.716074146511036e-128,1.781774471069378e-126
297,Diap1,24.029163,1.736728,1.3787665119489704e-127,3.6457151722929756e-126
298,Gyf,23.964014,1.6612968,6.601153856511334e-127,1.7396881968203213e-125
299,CG3726,23.953405,2.186226,8.515138383505932e-127,2.236699220934776e-125
300,Mmp1,23.951275,1.9924436,8.961778409478526e-127,2.3462761302973547e-125
301,tzn,23.929314,1.7775335,1.517462227028848e-126,3.959830119646754e-125
302,DIP1,23.926655,1.6775719,1.617385484230011e-126,4.2067879310413907e-125
303,Mef2,23.898335,1.9252176,3.187261991830402e-126,8.263002668722532e-125
304,CG32767,23.88181,1.8031261,4.7335585444181844e-126,1.2231945602280626e-124
305,fl(2)d,23.875969,1.657925,5.4431846257883097e-126,1.4020163895355714e-124
306,Nmda1,23.860682,1.7301122,7.844952617762287e-126,2.01412831886355e-124
307,Mkp3,23.83349,1.8106041,1.5020887872878092e-125,3.8440915299111486e-124
308,stx,23.832499,1.8931881,1.5380906840111205e-125,3.923610177578368e-124
309,AGO1,23.829996,1.5454578,1.6327875111178374e-125,4.151870862935101e-124
310,cu,23.776695,2.1805031,5.819710864853983e-125,1.4751298972411737e-123
311,lncRNA:CR45018,23.760597,1.9075997,8.538301968966209e-125,2.1573442974921287e-123
312,mRpS5,23.757847,1.7709352,9.11600893840477e-125,2.2960226310368218e-123
313,CG13905,23.746483,2.1672719,1.194625697827058e-124,2.999377264670522e-123
314,Flo2,23.673002,1.7052941,6.842201465699699e-124,1.7124868385378588e-122
315,FER,23.629972,2.137279,1.8966173424228867e-123,4.73203054180055e-122
316,Tis11,23.621067,1.7694274,2.3416496054074808e-123,5.824121627949419e-122
317,Pep,23.605577,1.6283474,3.3779552250808764e-123,8.375434777700528e-122
318,Prps,23.583841,1.8196574,5.646416039231707e-123,1.3956467470883588e-121
319,Trf2,23.563257,1.6121562,9.181190788227188e-123,2.26232499948917e-121
320,EcR,23.550034,1.7256346,1.2543737138757646e-122,3.0813457989929656e-121
321,Src42A,23.52999,1.6627055,2.012388308119037e-122,4.928184167482898e-121
322,lncRNA:CR43459,23.526247,1.699953,2.197984574512214e-122,5.366183812436415e-121
323,gpp,23.498154,1.657435,4.259984190034319e-122,1.0368567024000962e-120
324,cwo,23.473667,1.9877912,7.578951243592943e-122,1.8390510045047632e-120
325,lap,23.442034,1.661167,1.5938901035122166e-121,3.8558575482838094e-120
326,Su(Tpl),23.43695,1.5472949,1.7960089936248432e-121,4.331647145533372e-120
327,l(3)80Fg,23.385319,1.8599868,6.0286876907286574e-121,1.4496170794715825e-119
328,CG32369,23.37676,1.9139436,7.366580632496116e-121,1.7659823871697767e-119
329,14-3-3epsilon,23.37046,1.5745138,8.537928973450377e-121,2.04064194293368e-119
330,sdk,23.356401,1.6746085,1.186459434645009e-120,2.827254682736416e-119
331,bun,23.35603,1.5105728,1.1968325054876184e-120,2.843459674977897e-119
332,Pdk1,23.30195,1.8072157,4.2358415496507896e-120,1.0033649670735309e-118
333,tapas,23.273,1.8187153,8.322757617688839e-120,1.9656032011627736e-118
334,CG42724,23.22473,1.6631874,2.5619281255268535e-119,6.032658565404801e-118
335,trbl,23.220907,2.0803998,2.800153239225034e-119,6.574165082888509e-118
336,Gfat2,23.214436,2.513345,3.2549972927282795e-119,7.6195657214189345e-118
337,T48,23.212057,2.0729108,3.4401341515887233e-119,8.029333640027756e-118
338,sd,23.195316,1.4205998,5.076800777414771e-119,1.1814695142527532e-117
339,htl,23.191957,5.0263743,5.488987580410124e-119,1.2736691589645534e-117
340,blot,23.18818,1.9720678,5.992359472771893e-119,1.3864299140637064e-117
341,Vha26,23.17356,1.5380968,8.415323644854518e-119,1.941378576504264e-117
342,betaTub97EF,23.168564,1.6681365,9.44974476353031e-119,2.173714409622478e-117
343,Caper,23.152174,1.5691197,1.3822887257744358e-118,3.1705002790889723e-117
344,svp,23.125084,4.4192715,2.5901883413317584e-118,5.923939370304444e-117
345,neur,23.114645,1.7892064,3.298711821525672e-118,7.522764294419147e-117
346,CG31710,23.114216,2.038522,3.331599267167117e-118,7.576056733538024e-117
347,CG46385,23.100418,1.8396348,4.585486603676265e-118,1.0397688854318915e-116
348,shn,23.064714,1.7868912,1.0470364974438188e-117,2.3674328077145893e-116
349,Eip63E,23.057882,2.135645,1.2260602552553983e-117,2.764366450871874e-116
350,CG9932,23.0567,2.4511986,1.2600484139860308e-117,2.832973256190627e-116
